source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD010429-Sample-15	Homo sapiens	lung	squamous cell lung cancer	not available	not available	mean age = 69.1	run 3	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT128	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 p.p.m.	0.5 m/z	dithiothreitol	iodoacetamide	orbitrap	20160609_Haura-SCC-PG_TMT04-2-Fx10-run2.raw	v1.1.0	HAMLET-agentic v2.1.0	squamous cell lung cancer
PXD010429-Sample-16	Homo sapiens	lung	squamous cell lung cancer	not available	not available	mean age = 69.1	run 3	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT129	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 p.p.m.	0.5 m/z	dithiothreitol	iodoacetamide	orbitrap	20160609_Haura-SCC-PG_TMT04-2-Fx10-run2.raw	v1.1.0	HAMLET-agentic v2.1.0	squamous cell lung cancer
PXD010429-Sample-17	Homo sapiens	lung	squamous cell lung cancer	not available	not available	mean age = 69.1	run 3	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT130	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 p.p.m.	0.5 m/z	dithiothreitol	iodoacetamide	orbitrap	20160609_Haura-SCC-PG_TMT04-2-Fx10-run2.raw	v1.1.0	HAMLET-agentic v2.1.0	squamous cell lung cancer
PXD010429-Sample-18	Homo sapiens	lung	squamous cell lung cancer	not available	not available	mean age = 69.1	run 3	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT131	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 p.p.m.	0.5 m/z	dithiothreitol	iodoacetamide	orbitrap	20160609_Haura-SCC-PG_TMT04-2-Fx10-run2.raw	v1.1.0	HAMLET-agentic v2.1.0	squamous cell lung cancer
PXD010429-Sample-19	Homo sapiens	lung	squamous cell lung cancer	not available	not available	mean age = 69.1	run 4	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT126	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 p.p.m.	0.5 m/z	dithiothreitol	iodoacetamide	orbitrap	20160609_Haura-SCC-PG_TMT05-2-Fx03-run1.raw	v1.1.0	HAMLET-agentic v2.1.0	squamous cell lung cancer
PXD010429-Sample-20	Homo sapiens	lung	squamous cell lung cancer	not available	not available	mean age = 69.1	run 4	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT127	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 p.p.m.	0.5 m/z	dithiothreitol	iodoacetamide	orbitrap	20160609_Haura-SCC-PG_TMT05-2-Fx03-run1.raw	v1.1.0	HAMLET-agentic v2.1.0	squamous cell lung cancer
PXD010429-Sample-21	Homo sapiens	lung	squamous cell lung cancer	not available	not available	mean age = 69.1	run 4	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT128	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 p.p.m.	0.5 m/z	dithiothreitol	iodoacetamide	orbitrap	20160609_Haura-SCC-PG_TMT05-2-Fx03-run1.raw	v1.1.0	HAMLET-agentic v2.1.0	squamous cell lung cancer
PXD010429-Sample-22	Homo sapiens	lung	squamous cell lung cancer	not available	not available	mean age = 69.1	run 4	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT129	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 p.p.m.	0.5 m/z	dithiothreitol	iodoacetamide	orbitrap	20160609_Haura-SCC-PG_TMT05-2-Fx03-run1.raw	v1.1.0	HAMLET-agentic v2.1.0	squamous cell lung cancer
PXD010429-Sample-23	Homo sapiens	lung	squamous cell lung cancer	not available	not available	mean age = 69.1	run 4	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT130	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 p.p.m.	0.5 m/z	dithiothreitol	iodoacetamide	orbitrap	20160609_Haura-SCC-PG_TMT05-2-Fx03-run1.raw	v1.1.0	HAMLET-agentic v2.1.0	squamous cell lung cancer
PXD010429-Sample-24	Homo sapiens	lung	squamous cell lung cancer	not available	not available	mean age = 69.1	run 4	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT131	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 p.p.m.	0.5 m/z	dithiothreitol	iodoacetamide	orbitrap	20160609_Haura-SCC-PG_TMT05-2-Fx03-run1.raw	v1.1.0	HAMLET-agentic v2.1.0	squamous cell lung cancer
PXD010429-Sample-25	Homo sapiens	lung	squamous cell lung cancer	not available	not available	mean age = 69.1	run 5	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT126	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 p.p.m.	0.5 m/z	dithiothreitol	iodoacetamide	orbitrap	20160609_Haura-SCC-PG_TMT05-2-Fx12-run2.raw	v1.1.0	HAMLET-agentic v2.1.0	squamous cell lung cancer
PXD010429-Sample-26	Homo sapiens	lung	squamous cell lung cancer	not available	not available	mean age = 69.1	run 5	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT127	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 p.p.m.	0.5 m/z	dithiothreitol	iodoacetamide	orbitrap	20160609_Haura-SCC-PG_TMT05-2-Fx12-run2.raw	v1.1.0	HAMLET-agentic v2.1.0	squamous cell lung cancer
PXD010429-Sample-27	Homo sapiens	lung	squamous cell lung cancer	not available	not available	mean age = 69.1	run 5	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT128	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 p.p.m.	0.5 m/z	dithiothreitol	iodoacetamide	orbitrap	20160609_Haura-SCC-PG_TMT05-2-Fx12-run2.raw	v1.1.0	HAMLET-agentic v2.1.0	squamous cell lung cancer
PXD010429-Sample-28	Homo sapiens	lung	squamous cell lung cancer	not available	not available	mean age = 69.1	run 5	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT129	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 p.p.m.	0.5 m/z	dithiothreitol	iodoacetamide	orbitrap	20160609_Haura-SCC-PG_TMT05-2-Fx12-run2.raw	v1.1.0	HAMLET-agentic v2.1.0	squamous cell lung cancer
PXD010429-Sample-29	Homo sapiens	lung	squamous cell lung cancer	not available	not available	mean age = 69.1	run 5	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT130	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 p.p.m.	0.5 m/z	dithiothreitol	iodoacetamide	orbitrap	20160609_Haura-SCC-PG_TMT05-2-Fx12-run2.raw	v1.1.0	HAMLET-agentic v2.1.0	squamous cell lung cancer
PXD010429-Sample-30	Homo sapiens	lung	squamous cell lung cancer	not available	not available	mean age = 69.1	run 5	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT131	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 p.p.m.	0.5 m/z	dithiothreitol	iodoacetamide	orbitrap	20160609_Haura-SCC-PG_TMT05-2-Fx12-run2.raw	v1.1.0	HAMLET-agentic v2.1.0	squamous cell lung cancer
PXD010429-Sample-31	Homo sapiens	lung	squamous cell lung cancer	not available	not available	mean age = 69.1	run 6	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT126	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 p.p.m.	0.5 m/z	dithiothreitol	iodoacetamide	orbitrap	20160609_Haura-SCC-PG_TMT06-2-Fx01-run2.raw	v1.1.0	HAMLET-agentic v2.1.0	squamous cell lung cancer
PXD010429-Sample-32	Homo sapiens	lung	squamous cell lung cancer	not available	not available	mean age = 69.1	run 6	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT127	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	10 p.p.m.	0.5 m/z	dithiothreitol	iodoacetamide	orbitrap	20160609_Haura-SCC-PG_TMT06-2-Fx01-run2.raw	v1.1.0	HAMLET-agentic v2.1.0	squamous cell lung cancer
