source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD013523-Sample-11	Homo sapiens	kidney	papillary renal cell carcinoma, healthy	19	not available	not available	run 11	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	dithiothreitol	chloroacetamide	orbitrap	case2_kidney_typeI_SCX_4.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-12	Homo sapiens	kidney	papillary renal cell carcinoma, healthy	19	not available	not available	run 12	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	dithiothreitol	chloroacetamide	orbitrap	case2_pRCC_typeIIM_SCX_4.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-13	Homo sapiens	kidney	papillary renal cell carcinoma, healthy	19	not available	not available	run 13	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	dithiothreitol	chloroacetamide	orbitrap	case2_pRCC_typeIIM_SCX_5.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-14	Homo sapiens	kidney	papillary renal cell carcinoma, healthy	19	not available	not available	run 14	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	dithiothreitol	chloroacetamide	orbitrap	case3_kidney_typeII_SCX_X.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-15	Homo sapiens	kidney	papillary renal cell carcinoma, healthy	19	not available	not available	run 15	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	dithiothreitol	chloroacetamide	orbitrap	case3_pRCC_typeIIM_SCX_3.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-16	Homo sapiens	kidney	papillary renal cell carcinoma, healthy	19	not available	not available	run 16	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	dithiothreitol	chloroacetamide	orbitrap	case4_kidney_typeII_SCX_3.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-17	Homo sapiens	kidney	papillary renal cell carcinoma, healthy	19	not available	not available	run 17	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	dithiothreitol	chloroacetamide	orbitrap	case4_kidney_typeII_SCX_4.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-18	Homo sapiens	kidney	papillary renal cell carcinoma, healthy	19	not available	not available	run 18	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	dithiothreitol	chloroacetamide	orbitrap	case4_kidney_typeI_SCX_2.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-19	Homo sapiens	kidney	papillary renal cell carcinoma, healthy	19	not available	not available	run 19	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	dithiothreitol	chloroacetamide	orbitrap	case4_pRCC_typeII_SCX_5.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-20	Homo sapiens	kidney	papillary renal cell carcinoma, healthy	19	not available	not available	run 20	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	dithiothreitol	chloroacetamide	orbitrap	case5_kidney_typeII_SCX_4.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-21	Homo sapiens	kidney	papillary renal cell carcinoma, healthy	19	not available	not available	run 21	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	dithiothreitol	chloroacetamide	orbitrap	case5_kidney_typeII_SCX_5.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-22	Homo sapiens	kidney	papillary renal cell carcinoma, healthy	19	not available	not available	run 22	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	dithiothreitol	chloroacetamide	orbitrap	case5_kidney_typeI_SCX_5.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-23	Homo sapiens	kidney	papillary renal cell carcinoma, healthy	19	not available	not available	run 23	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	dithiothreitol	chloroacetamide	orbitrap	case5_pRCC_typeI_SCX_3.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-24	Homo sapiens	kidney	papillary renal cell carcinoma, healthy	19	not available	not available	run 24	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	dithiothreitol	chloroacetamide	orbitrap	case6_kidney_typeII_SCX_4.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-25	Homo sapiens	kidney	papillary renal cell carcinoma, healthy	19	not available	not available	run 25	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	dithiothreitol	chloroacetamide	orbitrap	case6_kidney_typeII_SCX_X.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-26	Homo sapiens	kidney	papillary renal cell carcinoma, healthy	19	not available	not available	run 26	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	dithiothreitol	chloroacetamide	orbitrap	case6_kidney_typeI_SCX_2.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-27	Homo sapiens	kidney	papillary renal cell carcinoma, healthy	19	not available	not available	run 27	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	dithiothreitol	chloroacetamide	orbitrap	case6_kidney_typeI_SCX_3.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-28	Homo sapiens	kidney	papillary renal cell carcinoma, healthy	19	not available	not available	run 28	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	dithiothreitol	chloroacetamide	orbitrap	case6_pRCC_typeII_1D.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-29	Homo sapiens	kidney	papillary renal cell carcinoma, healthy	19	not available	not available	run 29	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	dithiothreitol	chloroacetamide	orbitrap	case6_pRCC_typeI_SCX_5.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-30	Homo sapiens	kidney	papillary renal cell carcinoma, healthy	19	not available	not available	run 30	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	dithiothreitol	chloroacetamide	orbitrap	case7_kidney_typeII_SCX_2.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-31	Homo sapiens	kidney	papillary renal cell carcinoma, healthy	19	not available	not available	run 31	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	dithiothreitol	chloroacetamide	orbitrap	case3_pRCC_typeIIM_SCX_X.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-32	Homo sapiens	kidney	papillary renal cell carcinoma, healthy	19	not available	not available	run 32	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	dithiothreitol	chloroacetamide	orbitrap	case4_pRCC_typeIIM_SCX_3.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-33	Homo sapiens	kidney	papillary renal cell carcinoma, healthy	19	not available	not available	run 33	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	dithiothreitol	chloroacetamide	orbitrap	case3_pRCC_typeII_SCX_4.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-34	Homo sapiens	kidney	papillary renal cell carcinoma, healthy	19	not available	not available	run 34	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	dithiothreitol	chloroacetamide	orbitrap	case4_kidney_typeI_1D.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
PXD013523-Sample-35	Homo sapiens	kidney	papillary renal cell carcinoma, healthy	19	not available	not available	run 35	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	dithiothreitol	chloroacetamide	orbitrap	case2_kidney_typeIIM_SCX_5.raw	v1.1.0	HAMLET-agentic v0.1.0	papillary renal cell carcinoma, healthy
