pxd	data_file	category	field	assessed_value	gold_value	normalized_assessed_value	normalized_gold_value	status	match_method	similarity
PXD006675	20160321_QEp4_SoDo_SA_test_SV1.raw	ExperimentalDesign	factor value[disease]	normal, atrial fibrillation		normal atrial fibrillation		assessed_only	unmatched	0.000000
PXD006675	20160321_QEp4_SoDo_SA_test_SV1.raw	ExperimentalDesign	factor value[experimental design]	anatomical region (16 regions), cell type (CF, AF, EC, SMC), health status (healthy, AFib)		anatomical region 16 regions cell type cf af ec smc health status healthy afib		assessed_only	unmatched	0.000000
PXD006675	20160502_QEp4_SoDo_SA_LC12_RAA2578-8fraction3.raw	Biological	characteristics[age]	21–47 years		21 47 years		assessed_only	unmatched	0.000000
PXD006675	20160502_QEp4_SoDo_SA_LC12_RAA2578-8fraction3.raw	Biological	characteristics[cell type]	cardiac fibroblasts, endothelial cells, smooth muscle cells, adipose fibroblasts		cardiac fibroblasts endothelial cells smooth muscle cells adipose fibroblasts		assessed_only	unmatched	0.000000
PXD006675	20160502_QEp4_SoDo_SA_LC12_RAA2578-8fraction3.raw	Biological	characteristics[disease]	normal, atrial fibrillation		normal atrial fibrillation		assessed_only	unmatched	0.000000
PXD006675	20160502_QEp4_SoDo_SA_LC12_RAA2578-8fraction3.raw	Biological	characteristics[disease]		trauma victims		trauma victims	gold_only	unmatched	0.000000
PXD006675	20160502_QEp4_SoDo_SA_LC12_RAA2578-8fraction3.raw	Biological	characteristics[organism part]	heart	heart	heart	heart	matched	exact_normalized	1.000000
PXD006675	20160502_QEp4_SoDo_SA_LC12_RAA2578-8fraction3.raw	Biological	characteristics[organism]	homo sapiens	Homo sapiens	homo sapiens	homo sapiens	matched	exact_normalized	1.000000
PXD006675	20160502_QEp4_SoDo_SA_LC12_RAA2578-8fraction3.raw	Biological	characteristics[sex]	male	male	male	male	matched	exact_normalized	1.000000
PXD006675	20160502_QEp4_SoDo_SA_LC12_RAA2578-8fraction3.raw	Technical	comment[cleavage agent details]		AC=MS:1001251;NT=Trypsin		cv:ms:1001251	gold_only	unmatched	0.000000
PXD006675	20160502_QEp4_SoDo_SA_LC12_RAA2578-8fraction3.raw	Technical	comment[dissociation method]	NT=beam-type collision-induced dissociation;AC=MS:1000422		cv:ms:1000422		assessed_only	unmatched	0.000000
PXD006675	20160502_QEp4_SoDo_SA_LC12_RAA2578-8fraction3.raw	Technical	comment[fragment mass tolerance]	13 ppm		13 ppm		assessed_only	unmatched	0.000000
PXD006675	20160502_QEp4_SoDo_SA_LC12_RAA2578-8fraction3.raw	Technical	comment[fragment mass tolerance]		20 ppm		20 ppm	gold_only	unmatched	0.000000
PXD006675	20160502_QEp4_SoDo_SA_LC12_RAA2578-8fraction3.raw	Technical	comment[instrument]	Q Exactive HF	NT=Q Exactive HF;AC=MS:1002523	q exactive hf	cv:ms:1002523	matched	exact_normalized	1.000000
PXD006675	20160502_QEp4_SoDo_SA_LC12_RAA2578-8fraction3.raw	Technical	comment[label]	label free sample	AC=MS:1002038;NT=label free sample	label free sample	cv:ms:1002038	matched	exact_normalized	1.000000
PXD006675	20160502_QEp4_SoDo_SA_LC12_RAA2578-8fraction3.raw	Technical	comment[ms2 mass analyzer]	orbitrap		orbitrap		assessed_only	unmatched	0.000000
PXD006675	20160502_QEp4_SoDo_SA_LC12_RAA2578-8fraction3.raw	Technical	comment[precursor mass tolerance]	5365.7 ppm		5365.7 ppm		assessed_only	unmatched	0.000000
PXD006675	20160502_QEp4_SoDo_SA_LC12_RAA2578-8fraction3.raw	Technical	comment[precursor mass tolerance]		4.5 ppm		4.5 ppm	gold_only	unmatched	0.000000
PXD006675	20160502_QEp4_SoDo_SA_LC12_RAA2578-8fraction3.raw	Technical	comment[proteomics data acquisition method]	data-dependent acquisition		data-dependent acquisition		assessed_only	unmatched	0.000000
PXD006675	20160502_QEp4_SoDo_SA_LC12_RAA2578-8fraction3.raw	Technical	technology type	proteomic profiling by mass spectrometry		proteomic profiling by mass spectrometry		assessed_only	unmatched	0.000000
PXD006675	20160502_QEp4_SoDo_SA_LC12_RAA2578-8fraction3.raw	ExperimentalDesign	characteristics[biological replicate]	3		3		assessed_only	unmatched	0.000000
PXD006675	20160502_QEp4_SoDo_SA_LC12_RAA2578-8fraction3.raw	ExperimentalDesign	comment[fraction identifier]	8		8		assessed_only	unmatched	0.000000
PXD006675	20160502_QEp4_SoDo_SA_LC12_RAA2578-8fraction3.raw	ExperimentalDesign	comment[fraction identifier]		3		3	gold_only	unmatched	0.000000
PXD006675	20160502_QEp4_SoDo_SA_LC12_RAA2578-8fraction3.raw	ExperimentalDesign	comment[technical replicate]	3		3		assessed_only	unmatched	0.000000
PXD006675	20160502_QEp4_SoDo_SA_LC12_RAA2578-8fraction3.raw	ExperimentalDesign	comment[technical replicate]		1		1	gold_only	unmatched	0.000000
PXD006675	20160502_QEp4_SoDo_SA_LC12_RAA2578-8fraction3.raw	ExperimentalDesign	factor value[disease]	normal, atrial fibrillation		normal atrial fibrillation		assessed_only	unmatched	0.000000
PXD006675	20160502_QEp4_SoDo_SA_LC12_RAA2578-8fraction3.raw	ExperimentalDesign	factor value[experimental design]	anatomical region (16 regions), cell type (CF, AF, EC, SMC), health status (healthy, AFib)		anatomical region 16 regions cell type cf af ec smc health status healthy afib		assessed_only	unmatched	0.000000
PXD006675	20160502_QEp4_SoDo_SA_LC12_Tri.raw	Biological	characteristics[age]	21–47 years		21 47 years		assessed_only	unmatched	0.000000
PXD006675	20160502_QEp4_SoDo_SA_LC12_Tri.raw	Biological	characteristics[cell type]	cardiac fibroblasts, endothelial cells, smooth muscle cells, adipose fibroblasts		cardiac fibroblasts endothelial cells smooth muscle cells adipose fibroblasts		assessed_only	unmatched	0.000000
PXD006675	20160502_QEp4_SoDo_SA_LC12_Tri.raw	Biological	characteristics[disease]	normal, atrial fibrillation		normal atrial fibrillation		assessed_only	unmatched	0.000000
PXD006675	20160502_QEp4_SoDo_SA_LC12_Tri.raw	Biological	characteristics[disease]		trauma victims		trauma victims	gold_only	unmatched	0.000000
PXD006675	20160502_QEp4_SoDo_SA_LC12_Tri.raw	Biological	characteristics[organism part]	heart	heart	heart	heart	matched	exact_normalized	1.000000
PXD006675	20160502_QEp4_SoDo_SA_LC12_Tri.raw	Biological	characteristics[organism]	homo sapiens	Homo sapiens	homo sapiens	homo sapiens	matched	exact_normalized	1.000000
PXD006675	20160502_QEp4_SoDo_SA_LC12_Tri.raw	Biological	characteristics[sex]	male	male	male	male	matched	exact_normalized	1.000000
PXD006675	20160502_QEp4_SoDo_SA_LC12_Tri.raw	Technical	comment[cleavage agent details]		AC=MS:1001251;NT=Trypsin		cv:ms:1001251	gold_only	unmatched	0.000000
PXD006675	20160502_QEp4_SoDo_SA_LC12_Tri.raw	Technical	comment[dissociation method]	NT=beam-type collision-induced dissociation;AC=MS:1000422		cv:ms:1000422		assessed_only	unmatched	0.000000
PXD006675	20160502_QEp4_SoDo_SA_LC12_Tri.raw	Technical	comment[fragment mass tolerance]	13 ppm		13 ppm		assessed_only	unmatched	0.000000
PXD006675	20160502_QEp4_SoDo_SA_LC12_Tri.raw	Technical	comment[fragment mass tolerance]		20 ppm		20 ppm	gold_only	unmatched	0.000000
PXD006675	20160502_QEp4_SoDo_SA_LC12_Tri.raw	Technical	comment[instrument]	Q Exactive HF	NT=Q Exactive HF;AC=MS:1002523	q exactive hf	cv:ms:1002523	matched	exact_normalized	1.000000
PXD006675	20160502_QEp4_SoDo_SA_LC12_Tri.raw	Technical	comment[label]	label free sample	AC=MS:1002038;NT=label free sample	label free sample	cv:ms:1002038	matched	exact_normalized	1.000000
PXD006675	20160502_QEp4_SoDo_SA_LC12_Tri.raw	Technical	comment[ms2 mass analyzer]	orbitrap		orbitrap		assessed_only	unmatched	0.000000
PXD006675	20160502_QEp4_SoDo_SA_LC12_Tri.raw	Technical	comment[precursor mass tolerance]	5365.7 ppm		5365.7 ppm		assessed_only	unmatched	0.000000
PXD006675	20160502_QEp4_SoDo_SA_LC12_Tri.raw	Technical	comment[precursor mass tolerance]		4.5 ppm		4.5 ppm	gold_only	unmatched	0.000000
PXD006675	20160502_QEp4_SoDo_SA_LC12_Tri.raw	Technical	comment[proteomics data acquisition method]	data-dependent acquisition		data-dependent acquisition		assessed_only	unmatched	0.000000
PXD006675	20160502_QEp4_SoDo_SA_LC12_Tri.raw	Technical	technology type	proteomic profiling by mass spectrometry		proteomic profiling by mass spectrometry		assessed_only	unmatched	0.000000
PXD006675	20160502_QEp4_SoDo_SA_LC12_Tri.raw	ExperimentalDesign	characteristics[biological replicate]	3		3		assessed_only	unmatched	0.000000
PXD006675	20160502_QEp4_SoDo_SA_LC12_Tri.raw	ExperimentalDesign	comment[fraction identifier]	8		8		assessed_only	unmatched	0.000000
PXD006675	20160502_QEp4_SoDo_SA_LC12_Tri.raw	ExperimentalDesign	comment[fraction identifier]		1		1	gold_only	unmatched	0.000000
PXD006675	20160502_QEp4_SoDo_SA_LC12_Tri.raw	ExperimentalDesign	comment[technical replicate]	3		3		assessed_only	unmatched	0.000000
PXD006675	20160502_QEp4_SoDo_SA_LC12_Tri.raw	ExperimentalDesign	comment[technical replicate]		1		1	gold_only	unmatched	0.000000
PXD006675	20160502_QEp4_SoDo_SA_LC12_Tri.raw	ExperimentalDesign	factor value[disease]	normal, atrial fibrillation		normal atrial fibrillation		assessed_only	unmatched	0.000000
PXD006675	20160502_QEp4_SoDo_SA_LC12_Tri.raw	ExperimentalDesign	factor value[experimental design]	anatomical region (16 regions), cell type (CF, AF, EC, SMC), health status (healthy, AFib)		anatomical region 16 regions cell type cf af ec smc health status healthy afib		assessed_only	unmatched	0.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LA3-frac6.raw	Biological	characteristics[age]	21–47 years		21 47 years		assessed_only	unmatched	0.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LA3-frac6.raw	Biological	characteristics[age]		22		22	gold_only	unmatched	0.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LA3-frac6.raw	Biological	characteristics[cell type]	cardiac fibroblasts, endothelial cells, smooth muscle cells, adipose fibroblasts		cardiac fibroblasts endothelial cells smooth muscle cells adipose fibroblasts		assessed_only	unmatched	0.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LA3-frac6.raw	Biological	characteristics[disease]	normal, atrial fibrillation		normal atrial fibrillation		assessed_only	unmatched	0.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LA3-frac6.raw	Biological	characteristics[disease]		trauma victims		trauma victims	gold_only	unmatched	0.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LA3-frac6.raw	Biological	characteristics[organism part]	heart	heart	heart	heart	matched	exact_normalized	1.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LA3-frac6.raw	Biological	characteristics[organism]	homo sapiens	Homo sapiens	homo sapiens	homo sapiens	matched	exact_normalized	1.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LA3-frac6.raw	Biological	characteristics[sex]	male	male	male	male	matched	exact_normalized	1.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LA3-frac6.raw	Technical	comment[cleavage agent details]		AC=MS:1001251;NT=Trypsin		cv:ms:1001251	gold_only	unmatched	0.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LA3-frac6.raw	Technical	comment[dissociation method]	NT=beam-type collision-induced dissociation;AC=MS:1000422		cv:ms:1000422		assessed_only	unmatched	0.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LA3-frac6.raw	Technical	comment[fragment mass tolerance]	13 ppm		13 ppm		assessed_only	unmatched	0.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LA3-frac6.raw	Technical	comment[fragment mass tolerance]		20 ppm		20 ppm	gold_only	unmatched	0.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LA3-frac6.raw	Technical	comment[instrument]	Q Exactive HF	NT=Q Exactive HF;AC=MS:1002523	q exactive hf	cv:ms:1002523	matched	exact_normalized	1.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LA3-frac6.raw	Technical	comment[label]	label free sample	AC=MS:1002038;NT=label free sample	label free sample	cv:ms:1002038	matched	exact_normalized	1.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LA3-frac6.raw	Technical	comment[ms2 mass analyzer]	orbitrap		orbitrap		assessed_only	unmatched	0.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LA3-frac6.raw	Technical	comment[precursor mass tolerance]	5365.7 ppm		5365.7 ppm		assessed_only	unmatched	0.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LA3-frac6.raw	Technical	comment[precursor mass tolerance]		4.5 ppm		4.5 ppm	gold_only	unmatched	0.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LA3-frac6.raw	Technical	comment[proteomics data acquisition method]	data-dependent acquisition		data-dependent acquisition		assessed_only	unmatched	0.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LA3-frac6.raw	Technical	technology type	proteomic profiling by mass spectrometry		proteomic profiling by mass spectrometry		assessed_only	unmatched	0.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LA3-frac6.raw	ExperimentalDesign	characteristics[biological replicate]	3		3		assessed_only	unmatched	0.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LA3-frac6.raw	ExperimentalDesign	characteristics[biological replicate]		1		1	gold_only	unmatched	0.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LA3-frac6.raw	ExperimentalDesign	comment[fraction identifier]	8		8		assessed_only	unmatched	0.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LA3-frac6.raw	ExperimentalDesign	comment[fraction identifier]		6		6	gold_only	unmatched	0.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LA3-frac6.raw	ExperimentalDesign	comment[technical replicate]	3		3		assessed_only	unmatched	0.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LA3-frac6.raw	ExperimentalDesign	comment[technical replicate]		1		1	gold_only	unmatched	0.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LA3-frac6.raw	ExperimentalDesign	factor value[disease]	normal, atrial fibrillation		normal atrial fibrillation		assessed_only	unmatched	0.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LA3-frac6.raw	ExperimentalDesign	factor value[experimental design]	anatomical region (16 regions), cell type (CF, AF, EC, SMC), health status (healthy, AFib)		anatomical region 16 regions cell type cf af ec smc health status healthy afib		assessed_only	unmatched	0.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LV3-frac2.raw	Biological	characteristics[age]	21–47 years		21 47 years		assessed_only	unmatched	0.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LV3-frac2.raw	Biological	characteristics[age]		22		22	gold_only	unmatched	0.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LV3-frac2.raw	Biological	characteristics[cell type]	cardiac fibroblasts, endothelial cells, smooth muscle cells, adipose fibroblasts		cardiac fibroblasts endothelial cells smooth muscle cells adipose fibroblasts		assessed_only	unmatched	0.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LV3-frac2.raw	Biological	characteristics[disease]	normal, atrial fibrillation		normal atrial fibrillation		assessed_only	unmatched	0.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LV3-frac2.raw	Biological	characteristics[disease]		trauma victims		trauma victims	gold_only	unmatched	0.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LV3-frac2.raw	Biological	characteristics[organism part]	heart	heart	heart	heart	matched	exact_normalized	1.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LV3-frac2.raw	Biological	characteristics[organism]	homo sapiens	Homo sapiens	homo sapiens	homo sapiens	matched	exact_normalized	1.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LV3-frac2.raw	Biological	characteristics[sex]	male	male	male	male	matched	exact_normalized	1.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LV3-frac2.raw	Technical	comment[cleavage agent details]		AC=MS:1001251;NT=Trypsin		cv:ms:1001251	gold_only	unmatched	0.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LV3-frac2.raw	Technical	comment[dissociation method]	NT=beam-type collision-induced dissociation;AC=MS:1000422		cv:ms:1000422		assessed_only	unmatched	0.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LV3-frac2.raw	Technical	comment[fragment mass tolerance]	13 ppm		13 ppm		assessed_only	unmatched	0.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LV3-frac2.raw	Technical	comment[fragment mass tolerance]		20 ppm		20 ppm	gold_only	unmatched	0.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LV3-frac2.raw	Technical	comment[instrument]	Q Exactive HF	NT=Q Exactive HF;AC=MS:1002523	q exactive hf	cv:ms:1002523	matched	exact_normalized	1.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LV3-frac2.raw	Technical	comment[label]	label free sample	AC=MS:1002038;NT=label free sample	label free sample	cv:ms:1002038	matched	exact_normalized	1.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LV3-frac2.raw	Technical	comment[ms2 mass analyzer]	orbitrap		orbitrap		assessed_only	unmatched	0.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LV3-frac2.raw	Technical	comment[precursor mass tolerance]	5365.7 ppm		5365.7 ppm		assessed_only	unmatched	0.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LV3-frac2.raw	Technical	comment[precursor mass tolerance]		4.5 ppm		4.5 ppm	gold_only	unmatched	0.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LV3-frac2.raw	Technical	comment[proteomics data acquisition method]	data-dependent acquisition		data-dependent acquisition		assessed_only	unmatched	0.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LV3-frac2.raw	Technical	technology type	proteomic profiling by mass spectrometry		proteomic profiling by mass spectrometry		assessed_only	unmatched	0.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LV3-frac2.raw	ExperimentalDesign	characteristics[biological replicate]	3		3		assessed_only	unmatched	0.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LV3-frac2.raw	ExperimentalDesign	characteristics[biological replicate]		1		1	gold_only	unmatched	0.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LV3-frac2.raw	ExperimentalDesign	comment[fraction identifier]	8		8		assessed_only	unmatched	0.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LV3-frac2.raw	ExperimentalDesign	comment[fraction identifier]		2		2	gold_only	unmatched	0.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LV3-frac2.raw	ExperimentalDesign	comment[technical replicate]	3		3		assessed_only	unmatched	0.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LV3-frac2.raw	ExperimentalDesign	comment[technical replicate]		1		1	gold_only	unmatched	0.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LV3-frac2.raw	ExperimentalDesign	factor value[disease]	normal, atrial fibrillation		normal atrial fibrillation		assessed_only	unmatched	0.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LV3-frac2.raw	ExperimentalDesign	factor value[experimental design]	anatomical region (16 regions), cell type (CF, AF, EC, SMC), health status (healthy, AFib)		anatomical region 16 regions cell type cf af ec smc health status healthy afib		assessed_only	unmatched	0.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LV3-frac3.raw	Biological	characteristics[age]	21–47 years		21 47 years		assessed_only	unmatched	0.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LV3-frac3.raw	Biological	characteristics[age]		22		22	gold_only	unmatched	0.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LV3-frac3.raw	Biological	characteristics[cell type]	cardiac fibroblasts, endothelial cells, smooth muscle cells, adipose fibroblasts		cardiac fibroblasts endothelial cells smooth muscle cells adipose fibroblasts		assessed_only	unmatched	0.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LV3-frac3.raw	Biological	characteristics[disease]	normal, atrial fibrillation		normal atrial fibrillation		assessed_only	unmatched	0.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LV3-frac3.raw	Biological	characteristics[disease]		trauma victims		trauma victims	gold_only	unmatched	0.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LV3-frac3.raw	Biological	characteristics[organism part]	heart	heart	heart	heart	matched	exact_normalized	1.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LV3-frac3.raw	Biological	characteristics[organism]	homo sapiens	Homo sapiens	homo sapiens	homo sapiens	matched	exact_normalized	1.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LV3-frac3.raw	Biological	characteristics[sex]	male	male	male	male	matched	exact_normalized	1.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LV3-frac3.raw	Technical	comment[cleavage agent details]		AC=MS:1001251;NT=Trypsin		cv:ms:1001251	gold_only	unmatched	0.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LV3-frac3.raw	Technical	comment[dissociation method]	NT=beam-type collision-induced dissociation;AC=MS:1000422		cv:ms:1000422		assessed_only	unmatched	0.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LV3-frac3.raw	Technical	comment[fragment mass tolerance]	13 ppm		13 ppm		assessed_only	unmatched	0.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LV3-frac3.raw	Technical	comment[fragment mass tolerance]		20 ppm		20 ppm	gold_only	unmatched	0.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LV3-frac3.raw	Technical	comment[instrument]	Q Exactive HF	NT=Q Exactive HF;AC=MS:1002523	q exactive hf	cv:ms:1002523	matched	exact_normalized	1.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LV3-frac3.raw	Technical	comment[label]	label free sample	AC=MS:1002038;NT=label free sample	label free sample	cv:ms:1002038	matched	exact_normalized	1.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LV3-frac3.raw	Technical	comment[ms2 mass analyzer]	orbitrap		orbitrap		assessed_only	unmatched	0.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LV3-frac3.raw	Technical	comment[precursor mass tolerance]	5365.7 ppm		5365.7 ppm		assessed_only	unmatched	0.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LV3-frac3.raw	Technical	comment[precursor mass tolerance]		4.5 ppm		4.5 ppm	gold_only	unmatched	0.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LV3-frac3.raw	Technical	comment[proteomics data acquisition method]	data-dependent acquisition		data-dependent acquisition		assessed_only	unmatched	0.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LV3-frac3.raw	Technical	technology type	proteomic profiling by mass spectrometry		proteomic profiling by mass spectrometry		assessed_only	unmatched	0.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LV3-frac3.raw	ExperimentalDesign	characteristics[biological replicate]	3		3		assessed_only	unmatched	0.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LV3-frac3.raw	ExperimentalDesign	characteristics[biological replicate]		1		1	gold_only	unmatched	0.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LV3-frac3.raw	ExperimentalDesign	comment[fraction identifier]	8		8		assessed_only	unmatched	0.000000
PXD006675	20160721_QEp2_SoDo_SA_LC12-13_LV3-frac3.raw	ExperimentalDesign	comment[fraction identifier]		3		3	gold_only	unmatched	0.000000
