source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD010429-Sample-16	Homo sapiens	lung	squamous cell lung cancer	108	not available	mean age = 69.1	run 16	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	12	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	20160609_Haura-SCC-PG_TMT14-2_fx04_Run1.raw	v1.1.0	HAMLET-agentic v0.1.0	squamous cell lung cancer
PXD010429-Sample-17	Homo sapiens	lung	squamous cell lung cancer	108	not available	mean age = 69.1	run 17	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	12	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	20160609_Haura-SCC-PG_TMT14-2_fx04_Run2.raw	v1.1.0	HAMLET-agentic v0.1.0	squamous cell lung cancer
PXD010429-Sample-18	Homo sapiens	lung	squamous cell lung cancer	108	not available	mean age = 69.1	run 18	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	12	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	20160609_Haura-SCC-PG_TMT15-2-Fx07-run2.raw	v1.1.0	HAMLET-agentic v0.1.0	squamous cell lung cancer
PXD010429-Sample-19	Homo sapiens	lung	squamous cell lung cancer	108	not available	mean age = 69.1	run 19	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	12	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	20160609_Haura-SCC-PG_TMT18-2_fx03_Run2.raw	v1.1.0	HAMLET-agentic v0.1.0	squamous cell lung cancer
PXD010429-Sample-20	Homo sapiens	lung	squamous cell lung cancer	108	not available	mean age = 69.1	run 20	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	12	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	20160609_Haura-SCC-PG_TMT19-2_fx07_Run2.raw	v1.1.0	HAMLET-agentic v0.1.0	squamous cell lung cancer
PXD010429-Sample-21	Homo sapiens	lung	squamous cell lung cancer	108	not available	mean age = 69.1	run 21	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	12	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	20160609_Haura-SCC-PG_TMT19-2_fx08_Run1.raw	v1.1.0	HAMLET-agentic v0.1.0	squamous cell lung cancer
PXD010429-Sample-22	Homo sapiens	lung	squamous cell lung cancer	108	not available	mean age = 69.1	run 22	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	12	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	20160609_Haura-SCC-PG_TMT21-2-fx03-run1.raw	v1.1.0	HAMLET-agentic v0.1.0	squamous cell lung cancer
PXD010429-Sample-23	Homo sapiens	lung	squamous cell lung cancer	108	not available	mean age = 69.1	run 23	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	12	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	20160609_Haura-SCC-PG_TMT22-2-fx10-run1.raw	v1.1.0	HAMLET-agentic v0.1.0	squamous cell lung cancer
PXD010429-Sample-24	Homo sapiens	lung	squamous cell lung cancer	108	not available	mean age = 69.1	run 24	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	12	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	20160609_Haura-SCC-PG_TMT23-2-fx11-run1.raw	v1.1.0	HAMLET-agentic v0.1.0	squamous cell lung cancer
PXD010429-Sample-25	Homo sapiens	lung	squamous cell lung cancer	108	not available	mean age = 69.1	run 25	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	12	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	20160609_Haura-SCC-PG_TMT26-fx01-run1.raw	v1.1.0	HAMLET-agentic v0.1.0	squamous cell lung cancer
PXD010429-Sample-26	Homo sapiens	lung	squamous cell lung cancer	108	not available	mean age = 69.1	run 26	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	12	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	20160609_Haura-SCC-PG_TMT26-fx02-run1.raw	v1.1.0	HAMLET-agentic v0.1.0	squamous cell lung cancer
PXD010429-Sample-27	Homo sapiens	lung	squamous cell lung cancer	108	not available	mean age = 69.1	run 27	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	12	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	20160609_Haura-SCC-PG_TMT26-fx04-run1.raw	v1.1.0	HAMLET-agentic v0.1.0	squamous cell lung cancer
PXD010429-Sample-28	Homo sapiens	lung	squamous cell lung cancer	108	not available	mean age = 69.1	run 28	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	12	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	20160609_Haura-SCC-PG_TMT26-fx09-run2.raw	v1.1.0	HAMLET-agentic v0.1.0	squamous cell lung cancer
PXD010429-Sample-29	Homo sapiens	lung	squamous cell lung cancer	108	not available	mean age = 69.1	run 29	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	12	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	20160609_Haura-SCC-PG_TMT27-fx06-run2.raw	v1.1.0	HAMLET-agentic v0.1.0	squamous cell lung cancer
PXD010429-Sample-30	Homo sapiens	lung	squamous cell lung cancer	108	not available	mean age = 69.1	run 30	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	12	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	20160609_Haura-SCC-PG_TMT29-fx02-run2.raw	v1.1.0	HAMLET-agentic v0.1.0	squamous cell lung cancer
PXD010429-Sample-31	Homo sapiens	lung	squamous cell lung cancer	108	not available	mean age = 69.1	run 31	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	12	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	20160609_Haura-SCC-PG_TMT02-2-Fx11-run1.raw	v1.1.0	HAMLET-agentic v0.1.0	squamous cell lung cancer
PXD010429-Sample-32	Homo sapiens	lung	squamous cell lung cancer	108	not available	mean age = 69.1	run 32	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	12	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	20160609_Haura-SCC-PG_TMT11-fx09-run1.raw	v1.1.0	HAMLET-agentic v0.1.0	squamous cell lung cancer
PXD010429-Sample-33	Homo sapiens	lung	squamous cell lung cancer	108	not available	mean age = 69.1	run 33	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	12	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	20160609_Haura-SCC-PG_TMT18-2_fx03_Run1.raw	v1.1.0	HAMLET-agentic v0.1.0	squamous cell lung cancer
