source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD009630-Sample-11	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 11	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	160622_MM68_02.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-12	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 12	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	160623_MM107_02.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-13	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 13	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	160623_MM114_02.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-14	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 14	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	160623_MM121_02.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-15	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 15	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	160629_MM_14_03.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-16	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 16	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	160629_MM_16_03.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-17	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 17	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	160629_MM_2_04.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-18	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 18	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	160629_MM_31_03.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-19	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 19	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	160629_MM_34_02.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-20	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 20	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	160629_MM_90_02.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-21	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 21	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	170517_MM110_03.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-22	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 22	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	170518_MM109_03.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-23	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 23	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	170519_MM103_03.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-24	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 24	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	170520_MM64_03.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-25	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 25	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	170520_MM93_03.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-26	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 26	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	170521_MM113_04.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-27	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 27	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	170521_MM115_04.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-28	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 28	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	170521_MM41_04.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-29	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 29	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	170522_MM87_04.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-30	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 30	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	MM91.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-31	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 31	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	160629_MM_37_02.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-32	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 32	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	151215_MM_84_02.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-33	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 33	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	170522_MM89_04.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-34	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 34	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	160622_MM46_02.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-35	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 35	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	20160921_MM22.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-36	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 36	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	MM99.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-37	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 37	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	160620_MM23_04.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
