source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD002029-Sample-11	Homo sapiens	colon mucosa	normal	2	not available	not available	run 11	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	preservation method (DF, RNAlater, iFFPE, sFFPE)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	7 ppm	10 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	Colon_ParticipantA_sFFPE_3.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD002029-Sample-12	Homo sapiens	colon mucosa	normal	2	not available	not available	run 12	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	preservation method (DF, RNAlater, iFFPE, sFFPE)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	7 ppm	10 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	Colon_ParticipantB_DF_1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD002029-Sample-13	Homo sapiens	colon mucosa	normal	2	not available	not available	run 13	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	preservation method (DF, RNAlater, iFFPE, sFFPE)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	7 ppm	10 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	Colon_ParticipantB_DF_2.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD002029-Sample-14	Homo sapiens	colon mucosa	normal	2	not available	not available	run 14	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	preservation method (DF, RNAlater, iFFPE, sFFPE)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	7 ppm	10 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	Colon_ParticipantB_DF_3.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD002029-Sample-15	Homo sapiens	colon mucosa	normal	2	not available	not available	run 15	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	preservation method (DF, RNAlater, iFFPE, sFFPE)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	7 ppm	10 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	Colon_ParticipantB_RNAlater_1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD002029-Sample-16	Homo sapiens	colon mucosa	normal	2	not available	not available	run 16	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	preservation method (DF, RNAlater, iFFPE, sFFPE)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	7 ppm	10 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	Colon_ParticipantB_RNAlater_2.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD002029-Sample-17	Homo sapiens	colon mucosa	normal	2	not available	not available	run 17	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	preservation method (DF, RNAlater, iFFPE, sFFPE)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	7 ppm	10 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	Colon_ParticipantB_RNAlater_3.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD002029-Sample-18	Homo sapiens	colon mucosa	normal	2	not available	not available	run 18	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	preservation method (DF, RNAlater, iFFPE, sFFPE)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	7 ppm	10 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	Colon_ParticipantB_iFFPE_1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD002029-Sample-19	Homo sapiens	colon mucosa	normal	2	not available	not available	run 19	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	preservation method (DF, RNAlater, iFFPE, sFFPE)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	7 ppm	10 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	Colon_ParticipantB_iFFPE_2.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD002029-Sample-20	Homo sapiens	colon mucosa	normal	2	not available	not available	run 20	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	preservation method (DF, RNAlater, iFFPE, sFFPE)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	7 ppm	10 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	Colon_ParticipantB_iFFPE_3.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD002029-Sample-21	Homo sapiens	colon mucosa	normal	2	not available	not available	run 21	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	preservation method (DF, RNAlater, iFFPE, sFFPE)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	7 ppm	10 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	Colon_ParticipantB_sFFPE_1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD002029-Sample-22	Homo sapiens	colon mucosa	normal	2	not available	not available	run 22	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	preservation method (DF, RNAlater, iFFPE, sFFPE)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	7 ppm	10 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	Colon_ParticipantB_sFFPE_2.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD002029-Sample-23	Homo sapiens	colon mucosa	normal	2	not available	not available	run 23	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	preservation method (DF, RNAlater, iFFPE, sFFPE)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	7 ppm	10 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	Colon_ParticipantB_sFFPE_3.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD002029-Sample-24	Homo sapiens	colon mucosa	normal	2	not available	not available	run 24	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	preservation method (DF, RNAlater, iFFPE, sFFPE)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	7 ppm	10 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	Colon_ParticipantA_RNAlater_2.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
