pxd	data_file	category	field	assessed_entities	gold_entities	matched_entities	assessed_only_entities	gold_only_entities	micro_precision	micro_recall	micro_f1
PXD009630	170519_MM118_03.raw	Biological	characteristics[sex]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170519_MM118_03.raw	Technical	comment[cleavage agent details]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170519_MM118_03.raw	Technical	comment[dissociation method]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170519_MM118_03.raw	Technical	comment[fragment mass tolerance]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170519_MM118_03.raw	Technical	comment[instrument]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170519_MM118_03.raw	Technical	comment[label]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170519_MM118_03.raw	Technical	comment[ms2 mass analyzer]	0	0	0	0	0	NA	NA	NA
PXD009630	170519_MM118_03.raw	Technical	comment[precursor mass tolerance]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170519_MM118_03.raw	Technical	comment[proteomics data acquisition method]	0	1	0	0	1	0.000000	0.000000	0.000000
PXD009630	170519_MM118_03.raw	Technical	technology type	0	0	0	0	0	NA	NA	NA
PXD009630	170519_MM118_03.raw	ExperimentalDesign	characteristics[biological replicate]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD009630	170519_MM118_03.raw	ExperimentalDesign	comment[fraction identifier]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170519_MM118_03.raw	ExperimentalDesign	comment[technical replicate]	0	0	0	0	0	NA	NA	NA
PXD009630	170519_MM118_03.raw	ExperimentalDesign	factor value[disease]	0	0	0	0	0	NA	NA	NA
PXD009630	170519_MM118_03.raw	ExperimentalDesign	factor value[experimental design]	0	0	0	0	0	NA	NA	NA
PXD009630	170519_MM122_03.raw	Biological	characteristics[age]	0	0	0	0	0	NA	NA	NA
PXD009630	170519_MM122_03.raw	Biological	characteristics[cell type]	0	0	0	0	0	NA	NA	NA
PXD009630	170519_MM122_03.raw	Biological	characteristics[disease]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170519_MM122_03.raw	Biological	characteristics[organism part]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170519_MM122_03.raw	Biological	characteristics[organism]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170519_MM122_03.raw	Biological	characteristics[sex]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170519_MM122_03.raw	Technical	comment[cleavage agent details]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170519_MM122_03.raw	Technical	comment[dissociation method]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170519_MM122_03.raw	Technical	comment[fragment mass tolerance]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170519_MM122_03.raw	Technical	comment[instrument]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170519_MM122_03.raw	Technical	comment[label]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170519_MM122_03.raw	Technical	comment[ms2 mass analyzer]	0	0	0	0	0	NA	NA	NA
PXD009630	170519_MM122_03.raw	Technical	comment[precursor mass tolerance]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170519_MM122_03.raw	Technical	comment[proteomics data acquisition method]	0	1	0	0	1	0.000000	0.000000	0.000000
PXD009630	170519_MM122_03.raw	Technical	technology type	0	0	0	0	0	NA	NA	NA
PXD009630	170519_MM122_03.raw	ExperimentalDesign	characteristics[biological replicate]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD009630	170519_MM122_03.raw	ExperimentalDesign	comment[fraction identifier]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170519_MM122_03.raw	ExperimentalDesign	comment[technical replicate]	0	0	0	0	0	NA	NA	NA
PXD009630	170519_MM122_03.raw	ExperimentalDesign	factor value[disease]	0	0	0	0	0	NA	NA	NA
PXD009630	170519_MM122_03.raw	ExperimentalDesign	factor value[experimental design]	0	0	0	0	0	NA	NA	NA
PXD009630	170519_MM62_03.raw	Biological	characteristics[age]	0	0	0	0	0	NA	NA	NA
PXD009630	170519_MM62_03.raw	Biological	characteristics[cell type]	0	0	0	0	0	NA	NA	NA
PXD009630	170519_MM62_03.raw	Biological	characteristics[disease]	0	0	0	0	0	NA	NA	NA
PXD009630	170519_MM62_03.raw	Biological	characteristics[organism part]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170519_MM62_03.raw	Biological	characteristics[organism]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170519_MM62_03.raw	Biological	characteristics[sex]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170519_MM62_03.raw	Technical	comment[cleavage agent details]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170519_MM62_03.raw	Technical	comment[dissociation method]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170519_MM62_03.raw	Technical	comment[fragment mass tolerance]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170519_MM62_03.raw	Technical	comment[instrument]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170519_MM62_03.raw	Technical	comment[label]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170519_MM62_03.raw	Technical	comment[ms2 mass analyzer]	0	0	0	0	0	NA	NA	NA
PXD009630	170519_MM62_03.raw	Technical	comment[precursor mass tolerance]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170519_MM62_03.raw	Technical	comment[proteomics data acquisition method]	0	1	0	0	1	0.000000	0.000000	0.000000
PXD009630	170519_MM62_03.raw	Technical	technology type	0	0	0	0	0	NA	NA	NA
PXD009630	170519_MM62_03.raw	ExperimentalDesign	characteristics[biological replicate]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD009630	170519_MM62_03.raw	ExperimentalDesign	comment[fraction identifier]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170519_MM62_03.raw	ExperimentalDesign	comment[technical replicate]	0	0	0	0	0	NA	NA	NA
PXD009630	170519_MM62_03.raw	ExperimentalDesign	factor value[disease]	0	0	0	0	0	NA	NA	NA
PXD009630	170519_MM62_03.raw	ExperimentalDesign	factor value[experimental design]	0	0	0	0	0	NA	NA	NA
PXD009630	170520_MM117_03.raw	Biological	characteristics[age]	0	0	0	0	0	NA	NA	NA
PXD009630	170520_MM117_03.raw	Biological	characteristics[cell type]	0	0	0	0	0	NA	NA	NA
PXD009630	170520_MM117_03.raw	Biological	characteristics[disease]	0	0	0	0	0	NA	NA	NA
PXD009630	170520_MM117_03.raw	Biological	characteristics[organism part]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170520_MM117_03.raw	Biological	characteristics[organism]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170520_MM117_03.raw	Biological	characteristics[sex]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170520_MM117_03.raw	Technical	comment[cleavage agent details]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170520_MM117_03.raw	Technical	comment[dissociation method]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170520_MM117_03.raw	Technical	comment[fragment mass tolerance]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170520_MM117_03.raw	Technical	comment[instrument]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170520_MM117_03.raw	Technical	comment[label]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170520_MM117_03.raw	Technical	comment[ms2 mass analyzer]	0	0	0	0	0	NA	NA	NA
PXD009630	170520_MM117_03.raw	Technical	comment[precursor mass tolerance]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170520_MM117_03.raw	Technical	comment[proteomics data acquisition method]	0	1	0	0	1	0.000000	0.000000	0.000000
PXD009630	170520_MM117_03.raw	Technical	technology type	0	0	0	0	0	NA	NA	NA
PXD009630	170520_MM117_03.raw	ExperimentalDesign	characteristics[biological replicate]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD009630	170520_MM117_03.raw	ExperimentalDesign	comment[fraction identifier]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170520_MM117_03.raw	ExperimentalDesign	comment[technical replicate]	0	0	0	0	0	NA	NA	NA
PXD009630	170520_MM117_03.raw	ExperimentalDesign	factor value[disease]	0	0	0	0	0	NA	NA	NA
PXD009630	170520_MM117_03.raw	ExperimentalDesign	factor value[experimental design]	0	0	0	0	0	NA	NA	NA
PXD009630	170520_MM64_03.raw	Biological	characteristics[age]	0	0	0	0	0	NA	NA	NA
PXD009630	170520_MM64_03.raw	Biological	characteristics[cell type]	0	0	0	0	0	NA	NA	NA
PXD009630	170520_MM64_03.raw	Biological	characteristics[disease]	0	0	0	0	0	NA	NA	NA
PXD009630	170520_MM64_03.raw	Biological	characteristics[organism part]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170520_MM64_03.raw	Biological	characteristics[organism]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170520_MM64_03.raw	Biological	characteristics[sex]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170520_MM64_03.raw	Technical	comment[cleavage agent details]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170520_MM64_03.raw	Technical	comment[dissociation method]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170520_MM64_03.raw	Technical	comment[fragment mass tolerance]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170520_MM64_03.raw	Technical	comment[instrument]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170520_MM64_03.raw	Technical	comment[label]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170520_MM64_03.raw	Technical	comment[ms2 mass analyzer]	0	0	0	0	0	NA	NA	NA
PXD009630	170520_MM64_03.raw	Technical	comment[precursor mass tolerance]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170520_MM64_03.raw	Technical	comment[proteomics data acquisition method]	0	1	0	0	1	0.000000	0.000000	0.000000
PXD009630	170520_MM64_03.raw	Technical	technology type	0	0	0	0	0	NA	NA	NA
PXD009630	170520_MM64_03.raw	ExperimentalDesign	characteristics[biological replicate]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD009630	170520_MM64_03.raw	ExperimentalDesign	comment[fraction identifier]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170520_MM64_03.raw	ExperimentalDesign	comment[technical replicate]	0	0	0	0	0	NA	NA	NA
PXD009630	170520_MM64_03.raw	ExperimentalDesign	factor value[disease]	0	0	0	0	0	NA	NA	NA
PXD009630	170520_MM64_03.raw	ExperimentalDesign	factor value[experimental design]	0	0	0	0	0	NA	NA	NA
PXD009630	170520_MM65_03.raw	Biological	characteristics[age]	0	0	0	0	0	NA	NA	NA
PXD009630	170520_MM65_03.raw	Biological	characteristics[cell type]	0	0	0	0	0	NA	NA	NA
PXD009630	170520_MM65_03.raw	Biological	characteristics[disease]	0	0	0	0	0	NA	NA	NA
PXD009630	170520_MM65_03.raw	Biological	characteristics[organism part]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170520_MM65_03.raw	Biological	characteristics[organism]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170520_MM65_03.raw	Biological	characteristics[sex]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170520_MM65_03.raw	Technical	comment[cleavage agent details]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170520_MM65_03.raw	Technical	comment[dissociation method]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170520_MM65_03.raw	Technical	comment[fragment mass tolerance]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170520_MM65_03.raw	Technical	comment[instrument]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170520_MM65_03.raw	Technical	comment[label]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170520_MM65_03.raw	Technical	comment[ms2 mass analyzer]	0	0	0	0	0	NA	NA	NA
PXD009630	170520_MM65_03.raw	Technical	comment[precursor mass tolerance]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170520_MM65_03.raw	Technical	comment[proteomics data acquisition method]	0	1	0	0	1	0.000000	0.000000	0.000000
PXD009630	170520_MM65_03.raw	Technical	technology type	0	0	0	0	0	NA	NA	NA
PXD009630	170520_MM65_03.raw	ExperimentalDesign	characteristics[biological replicate]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD009630	170520_MM65_03.raw	ExperimentalDesign	comment[fraction identifier]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170520_MM65_03.raw	ExperimentalDesign	comment[technical replicate]	0	0	0	0	0	NA	NA	NA
PXD009630	170520_MM65_03.raw	ExperimentalDesign	factor value[disease]	0	0	0	0	0	NA	NA	NA
PXD009630	170520_MM65_03.raw	ExperimentalDesign	factor value[experimental design]	0	0	0	0	0	NA	NA	NA
PXD009630	170520_MM93_03.raw	Biological	characteristics[age]	0	0	0	0	0	NA	NA	NA
PXD009630	170520_MM93_03.raw	Biological	characteristics[cell type]	0	0	0	0	0	NA	NA	NA
PXD009630	170520_MM93_03.raw	Biological	characteristics[disease]	0	0	0	0	0	NA	NA	NA
PXD009630	170520_MM93_03.raw	Biological	characteristics[organism part]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170520_MM93_03.raw	Biological	characteristics[organism]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170520_MM93_03.raw	Biological	characteristics[sex]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170520_MM93_03.raw	Technical	comment[cleavage agent details]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170520_MM93_03.raw	Technical	comment[dissociation method]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170520_MM93_03.raw	Technical	comment[fragment mass tolerance]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170520_MM93_03.raw	Technical	comment[instrument]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170520_MM93_03.raw	Technical	comment[label]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170520_MM93_03.raw	Technical	comment[ms2 mass analyzer]	0	0	0	0	0	NA	NA	NA
PXD009630	170520_MM93_03.raw	Technical	comment[precursor mass tolerance]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170520_MM93_03.raw	Technical	comment[proteomics data acquisition method]	0	1	0	0	1	0.000000	0.000000	0.000000
PXD009630	170520_MM93_03.raw	Technical	technology type	0	0	0	0	0	NA	NA	NA
PXD009630	170520_MM93_03.raw	ExperimentalDesign	characteristics[biological replicate]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD009630	170520_MM93_03.raw	ExperimentalDesign	comment[fraction identifier]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170520_MM93_03.raw	ExperimentalDesign	comment[technical replicate]	0	0	0	0	0	NA	NA	NA
PXD009630	170520_MM93_03.raw	ExperimentalDesign	factor value[disease]	0	0	0	0	0	NA	NA	NA
PXD009630	170520_MM93_03.raw	ExperimentalDesign	factor value[experimental design]	0	0	0	0	0	NA	NA	NA
PXD009630	170521_MM10_04.raw	Biological	characteristics[age]	0	0	0	0	0	NA	NA	NA
PXD009630	170521_MM10_04.raw	Biological	characteristics[cell type]	0	0	0	0	0	NA	NA	NA
PXD009630	170521_MM10_04.raw	Biological	characteristics[disease]	0	0	0	0	0	NA	NA	NA
PXD009630	170521_MM10_04.raw	Biological	characteristics[organism part]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170521_MM10_04.raw	Biological	characteristics[organism]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170521_MM10_04.raw	Biological	characteristics[sex]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170521_MM10_04.raw	Technical	comment[cleavage agent details]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170521_MM10_04.raw	Technical	comment[dissociation method]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170521_MM10_04.raw	Technical	comment[fragment mass tolerance]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170521_MM10_04.raw	Technical	comment[instrument]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170521_MM10_04.raw	Technical	comment[label]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170521_MM10_04.raw	Technical	comment[ms2 mass analyzer]	0	0	0	0	0	NA	NA	NA
PXD009630	170521_MM10_04.raw	Technical	comment[precursor mass tolerance]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170521_MM10_04.raw	Technical	comment[proteomics data acquisition method]	0	1	0	0	1	0.000000	0.000000	0.000000
PXD009630	170521_MM10_04.raw	Technical	technology type	0	0	0	0	0	NA	NA	NA
PXD009630	170521_MM10_04.raw	ExperimentalDesign	characteristics[biological replicate]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD009630	170521_MM10_04.raw	ExperimentalDesign	comment[fraction identifier]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170521_MM10_04.raw	ExperimentalDesign	comment[technical replicate]	0	0	0	0	0	NA	NA	NA
PXD009630	170521_MM10_04.raw	ExperimentalDesign	factor value[disease]	0	0	0	0	0	NA	NA	NA
PXD009630	170521_MM10_04.raw	ExperimentalDesign	factor value[experimental design]	0	0	0	0	0	NA	NA	NA
PXD009630	170521_MM113_04.raw	Biological	characteristics[age]	0	0	0	0	0	NA	NA	NA
PXD009630	170521_MM113_04.raw	Biological	characteristics[cell type]	0	0	0	0	0	NA	NA	NA
PXD009630	170521_MM113_04.raw	Biological	characteristics[disease]	0	0	0	0	0	NA	NA	NA
PXD009630	170521_MM113_04.raw	Biological	characteristics[organism part]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170521_MM113_04.raw	Biological	characteristics[organism]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170521_MM113_04.raw	Biological	characteristics[sex]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170521_MM113_04.raw	Technical	comment[cleavage agent details]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170521_MM113_04.raw	Technical	comment[dissociation method]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170521_MM113_04.raw	Technical	comment[fragment mass tolerance]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170521_MM113_04.raw	Technical	comment[instrument]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170521_MM113_04.raw	Technical	comment[label]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170521_MM113_04.raw	Technical	comment[ms2 mass analyzer]	0	0	0	0	0	NA	NA	NA
PXD009630	170521_MM113_04.raw	Technical	comment[precursor mass tolerance]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170521_MM113_04.raw	Technical	comment[proteomics data acquisition method]	0	1	0	0	1	0.000000	0.000000	0.000000
PXD009630	170521_MM113_04.raw	Technical	technology type	0	0	0	0	0	NA	NA	NA
PXD009630	170521_MM113_04.raw	ExperimentalDesign	characteristics[biological replicate]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD009630	170521_MM113_04.raw	ExperimentalDesign	comment[fraction identifier]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170521_MM113_04.raw	ExperimentalDesign	comment[technical replicate]	0	0	0	0	0	NA	NA	NA
PXD009630	170521_MM113_04.raw	ExperimentalDesign	factor value[disease]	0	0	0	0	0	NA	NA	NA
PXD009630	170521_MM113_04.raw	ExperimentalDesign	factor value[experimental design]	0	0	0	0	0	NA	NA	NA
PXD009630	170521_MM115_04.raw	Biological	characteristics[age]	0	0	0	0	0	NA	NA	NA
PXD009630	170521_MM115_04.raw	Biological	characteristics[cell type]	0	0	0	0	0	NA	NA	NA
PXD009630	170521_MM115_04.raw	Biological	characteristics[disease]	0	0	0	0	0	NA	NA	NA
PXD009630	170521_MM115_04.raw	Biological	characteristics[organism part]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170521_MM115_04.raw	Biological	characteristics[organism]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170521_MM115_04.raw	Biological	characteristics[sex]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170521_MM115_04.raw	Technical	comment[cleavage agent details]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170521_MM115_04.raw	Technical	comment[dissociation method]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170521_MM115_04.raw	Technical	comment[fragment mass tolerance]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170521_MM115_04.raw	Technical	comment[instrument]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170521_MM115_04.raw	Technical	comment[label]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170521_MM115_04.raw	Technical	comment[ms2 mass analyzer]	0	0	0	0	0	NA	NA	NA
PXD009630	170521_MM115_04.raw	Technical	comment[precursor mass tolerance]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170521_MM115_04.raw	Technical	comment[proteomics data acquisition method]	0	1	0	0	1	0.000000	0.000000	0.000000
PXD009630	170521_MM115_04.raw	Technical	technology type	0	0	0	0	0	NA	NA	NA
PXD009630	170521_MM115_04.raw	ExperimentalDesign	characteristics[biological replicate]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD009630	170521_MM115_04.raw	ExperimentalDesign	comment[fraction identifier]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170521_MM115_04.raw	ExperimentalDesign	comment[technical replicate]	0	0	0	0	0	NA	NA	NA
PXD009630	170521_MM115_04.raw	ExperimentalDesign	factor value[disease]	0	0	0	0	0	NA	NA	NA
PXD009630	170521_MM115_04.raw	ExperimentalDesign	factor value[experimental design]	0	0	0	0	0	NA	NA	NA
PXD009630	170521_MM41_04.raw	Biological	characteristics[age]	0	0	0	0	0	NA	NA	NA
PXD009630	170521_MM41_04.raw	Biological	characteristics[cell type]	0	0	0	0	0	NA	NA	NA
PXD009630	170521_MM41_04.raw	Biological	characteristics[disease]	0	0	0	0	0	NA	NA	NA
PXD009630	170521_MM41_04.raw	Biological	characteristics[organism part]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170521_MM41_04.raw	Biological	characteristics[organism]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170521_MM41_04.raw	Biological	characteristics[sex]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170521_MM41_04.raw	Technical	comment[cleavage agent details]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170521_MM41_04.raw	Technical	comment[dissociation method]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170521_MM41_04.raw	Technical	comment[fragment mass tolerance]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170521_MM41_04.raw	Technical	comment[instrument]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170521_MM41_04.raw	Technical	comment[label]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170521_MM41_04.raw	Technical	comment[ms2 mass analyzer]	0	0	0	0	0	NA	NA	NA
PXD009630	170521_MM41_04.raw	Technical	comment[precursor mass tolerance]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170521_MM41_04.raw	Technical	comment[proteomics data acquisition method]	0	1	0	0	1	0.000000	0.000000	0.000000
PXD009630	170521_MM41_04.raw	Technical	technology type	0	0	0	0	0	NA	NA	NA
PXD009630	170521_MM41_04.raw	ExperimentalDesign	characteristics[biological replicate]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD009630	170521_MM41_04.raw	ExperimentalDesign	comment[fraction identifier]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170521_MM41_04.raw	ExperimentalDesign	comment[technical replicate]	0	0	0	0	0	NA	NA	NA
PXD009630	170521_MM41_04.raw	ExperimentalDesign	factor value[disease]	0	0	0	0	0	NA	NA	NA
PXD009630	170521_MM41_04.raw	ExperimentalDesign	factor value[experimental design]	0	0	0	0	0	NA	NA	NA
PXD009630	170521_MM8_04.raw	Biological	characteristics[age]	0	0	0	0	0	NA	NA	NA
PXD009630	170521_MM8_04.raw	Biological	characteristics[cell type]	0	0	0	0	0	NA	NA	NA
PXD009630	170521_MM8_04.raw	Biological	characteristics[disease]	0	0	0	0	0	NA	NA	NA
PXD009630	170521_MM8_04.raw	Biological	characteristics[organism part]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170521_MM8_04.raw	Biological	characteristics[organism]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170521_MM8_04.raw	Biological	characteristics[sex]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170521_MM8_04.raw	Technical	comment[cleavage agent details]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170521_MM8_04.raw	Technical	comment[dissociation method]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170521_MM8_04.raw	Technical	comment[fragment mass tolerance]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170521_MM8_04.raw	Technical	comment[instrument]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170521_MM8_04.raw	Technical	comment[label]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170521_MM8_04.raw	Technical	comment[ms2 mass analyzer]	0	0	0	0	0	NA	NA	NA
PXD009630	170521_MM8_04.raw	Technical	comment[precursor mass tolerance]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170521_MM8_04.raw	Technical	comment[proteomics data acquisition method]	0	1	0	0	1	0.000000	0.000000	0.000000
PXD009630	170521_MM8_04.raw	Technical	technology type	0	0	0	0	0	NA	NA	NA
PXD009630	170521_MM8_04.raw	ExperimentalDesign	characteristics[biological replicate]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD009630	170521_MM8_04.raw	ExperimentalDesign	comment[fraction identifier]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170521_MM8_04.raw	ExperimentalDesign	comment[technical replicate]	0	0	0	0	0	NA	NA	NA
PXD009630	170521_MM8_04.raw	ExperimentalDesign	factor value[disease]	0	0	0	0	0	NA	NA	NA
PXD009630	170521_MM8_04.raw	ExperimentalDesign	factor value[experimental design]	0	0	0	0	0	NA	NA	NA
PXD009630	170522_MM123_04.raw	Biological	characteristics[age]	0	0	0	0	0	NA	NA	NA
PXD009630	170522_MM123_04.raw	Biological	characteristics[cell type]	0	0	0	0	0	NA	NA	NA
PXD009630	170522_MM123_04.raw	Biological	characteristics[disease]	0	0	0	0	0	NA	NA	NA
PXD009630	170522_MM123_04.raw	Biological	characteristics[organism part]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170522_MM123_04.raw	Biological	characteristics[organism]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170522_MM123_04.raw	Biological	characteristics[sex]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170522_MM123_04.raw	Technical	comment[cleavage agent details]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170522_MM123_04.raw	Technical	comment[dissociation method]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170522_MM123_04.raw	Technical	comment[fragment mass tolerance]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170522_MM123_04.raw	Technical	comment[instrument]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170522_MM123_04.raw	Technical	comment[label]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD009630	170522_MM123_04.raw	Technical	comment[ms2 mass analyzer]	0	0	0	0	0	NA	NA	NA
